ID,Tick,Type,Carbon,Electricity
7,23,NUCLEAR,294137.84,157.67159
12,23,WIND,8380.098,25.931793
29,23,WIND,7873.0234,25.33749
8,23,GAS,1089644.2,47.95109
9,23,WIND,6845.974,24.395458
4,23,WIND,7716.7686,25.640383
10,23,NUCLEAR,259510.06,147.92244
21,23,NUCLEAR,297879.7,153.25835
16,23,WIND,9108.093,26.311579
17,23,WIND,7460.133,25.957298
27,23,WIND,7169.258,24.643574
14,23,COAL,3759939.0,65.88937
25,23,WIND,8159.3716,26.669256
11,23,WIND,7926.062,25.415773
23,23,WIND,6406.3584,24.764517
5,23,WIND,7604.572,24.897984
26,23,WIND,7715.424,25.337355
19,23,COAL,3230688.8,63.649548
3,23,COAL,3478000.0,65.1584
0,23,WIND,7392.471,24.579147
18,23,GAS,965379.56,45.687218
13,23,WIND,7615.2935,25.766777
2,23,GAS,1188633.9,51.428978
28,23,COAL,3516321.0,66.602455
24,23,WIND,6834.35,25.05015
1,23,WIND,8627.352,26.562513
6,23,COAL,3887876.8,69.14297
20,23,GAS,969957.1,44.39914
22,23,WIND,8231.408,25.568089
12,23,WIND,7742.0806,25.94075
29,23,WIND,7828.17,25.457787
8,23,NUCLEAR,324814.12,159.66449
9,23,WIND,7553.1367,25.050499
4,23,GAS,1212553.1,50.03327
16,23,COAL,4506633.5,71.98824
17,23,WIND,8391.698,26.174906
27,23,WIND,8542.686,26.184864
14,23,COAL,3737989.2,67.59133
25,23,COAL,3711692.5,66.948204
11,23,WIND,7331.0107,25.548046
23,23,WIND,7027.2383,24.98512
5,23,WIND,7344.646,24.999165
26,23,WIND,8722.708,26.272968
19,23,COAL,4151363.8,69.3232
3,23,GAS,1179818.5,47.38894
0,23,COAL,3763782.2,69.68195
18,23,GAS,1110735.6,48.067585
13,23,GAS,950013.1,45.552925
2,23,NUCLEAR,271915.75,147.21257
28,23,GAS,1260402.1,51.22458
24,23,WIND,7323.545,25.60806
1,23,WIND,8887.8,27.214397
6,23,COAL,4143087.2,70.14048
20,23,GAS,1030071.1,46.50764
22,23,WIND,8428.468,26.046316
12,23,WIND,8619.991,26.404453
29,23,WIND,8252.632,25.527035
9,23,WIND,7616.574,25.132559
4,23,GAS,1237966.0,50.634285
16,23,GAS,1056652.9,47.89805
17,23,WIND,10035.17,27.900974
27,23,COAL,3092017.0,61.65226
25,23,COAL,3389063.5,67.31382
11,23,COAL,3463620.0,64.980446
23,23,WIND,8522.836,25.054527
5,23,WIND,6525.3535,25.045378
26,23,WIND,8573.484,27.36391
19,23,NUCLEAR,217302.83,133.34085
3,23,GAS,1314012.1,51.399117
0,23,COAL,4093258.2,69.6865
18,23,GAS,1188166.5,48.494247
13,23,COAL,4402483.0,71.96445
28,23,GAS,1208184.8,51.760864
24,23,WIND,7557.043,25.845814
1,23,COAL,3941350.5,70.17085
6,23,COAL,4141573.5,72.900444
20,23,COAL,4553280.0,72.898415
22,23,WIND,8150.4424,26.170916
12,23,COAL,3649719.2,65.35566
29,23,WIND,7741.7476,25.57192
9,23,WIND,8287.776,26.143892
4,23,GAS,1244684.1,51.113483
16,23,GAS,1257477.5,50.962288
17,23,COAL,3180450.5,64.737335
27,23,COAL,3936257.0,68.1327
25,23,GAS,1138836.2,48.315716
11,23,NUCLEAR,270707.3,146.87975
23,23,WIND,7745.0674,25.055809
5,23,WIND,7698.7783,25.407988
26,23,COAL,3731577.8,66.92546
3,23,NUCLEAR,271769.5,149.8687
0,23,GAS,1200844.9,48.834393
18,23,GAS,1212059.5,49.92802
13,23,GAS,1390071.8,51.626858
28,23,NUCLEAR,267862.2,151.47624
16,24,WIND,6111.5796,22.333403
27,24,WIND,7050.296,23.382
2,24,WIND,7949.9355,25.02797
6,24,WIND,6620.162,23.528091
17,24,WIND,7055.4863,24.617933
1,24,WIND,6740.8784,22.934078
11,24,WIND,5487.323,23.06256
25,24,WIND,7726.5933,24.347055
7,24,COAL,4750975.0,73.965324
12,24,WIND,5993.2485,22.363504
8,24,COAL,3718055.0,67.39967
28,24,WIND,7471.421,24.365429
5,24,WIND,6539.2695,23.860136
0,24,WIND,6277.0415,22.371792
24,24,WIND,6550.8,23.451092
22,24,WIND,6749.568,23.550034
18,24,WIND,6392.752,23.330624
20,24,WIND,7113.765,24.756813
10,24,WIND,7672.36,25.379017
13,24,WIND,6351.1216,23.299572
26,24,WIND,6664.121,23.230957
23,24,WIND,6434.755,23.367205
15,24,WIND,7666.6606,25.540228
14,24,WIND,6939.98,23.551096
21,24,WIND,6364.914,23.306051
29,24,WIND,7075.251,24.024067
3,24,WIND,7852.4297,25.271923
4,24,WIND,6298.7544,23.379398
9,24,WIND,6727.553,23.4434
19,24,WIND,7462.057,24.700108
16,24,WIND,7061.204,24.223608
27,24,WIND,6721.631,23.983292
2,24,WIND,8460.607,26.221386
6,24,WIND,7340.8423,24.346632
17,24,WIND,7506.157,24.993223
1,24,WIND,7864.3823,25.29688
11,24,WIND,6050.552,23.06299
25,24,WIND,8098.2017,25.126965
7,24,GAS,1407845.2,52.802216
12,24,WIND,6832.2056,23.504208
8,24,GAS,1068581.5,46.539146
28,24,WIND,7200.0977,24.865278
5,24,WIND,6847.5083,24.413872
0,24,WIND,6739.844,24.35156
24,24,WIND,6651.1177,23.760445
22,24,WIND,6761.327,24.054058
18,24,WIND,7348.921,25.616453
20,24,WIND,8137.548,25.284128
10,24,WIND,8504.135,25.793749
13,24,WIND,6640.559,24.610497
26,24,WIND,6187.7803,23.341574
23,24,WIND,6544.388,23.62885
15,24,COAL,2955860.5,62.21297
14,24,WIND,8341.565,25.603962
21,24,WIND,7221.2944,24.356125
29,24,WIND,6606.4155,24.327658
3,24,WIND,7460.358,25.35847
4,24,WIND,7245.198,24.17215
9,24,WIND,6750.979,23.709698
19,24,WIND,7264.6665,25.388662
16,24,WIND,7833.9736,25.89207
27,24,WIND,6625.0186,24.324398
2,24,COAL,3563987.2,67.40553
6,24,WIND,7764.456,24.815332
17,24,WIND,7743.1562,25.062355
1,24,WIND,7937.132,25.69948
11,24,WIND,7057.0776,24.900795
25,24,WIND,7759.4717,25.657131
7,24,NUCLEAR,294137.84,157.67159
12,24,WIND,8380.098,25.931793
8,24,GAS,1089644.2,47.95109
28,24,WIND,8362.269,26.836536
5,24,WIND,7161.377,24.538786
0,24,WIND,6747.9414,24.51953
24,24,WIND,7432.5376,24.727228
22,24,WIND,7456.8604,25.175554
18,24,WIND,8989.295,27.195137
20,24,WIND,8145.136,25.94775
10,24,NUCLEAR,272174.03,146.9814
13,24,WIND,6642.711,24.935638
26,24,WIND,7623.435,24.419252
23,24,WIND,6919.2275,23.697832
15,24,COAL,3977675.5,68.97142
14,24,COAL,3474188.5,64.700485
21,24,NUCLEAR,275168.06,147.56473
29,24,WIND,7873.0234,25.33749
3,24,WIND,7808.844,25.977697
4,24,WIND,7883.7144,24.91258
9,24,WIND,6607.2324,24.09772
19,24,WIND,9039.156,26.878105
16,24,WIND,9108.093,26.311579
27,24,WIND,7169.258,24.643574
2,24,GAS,1188633.9,51.428978
6,24,COAL,3887876.8,69.14297
17,24,WIND,7460.133,25.957298
1,24,WIND,8627.352,26.562513
11,24,WIND,7926.062,25.415773
25,24,WIND,8159.3716,26.669256
12,24,WIND,7742.0806,25.94075
8,24,NUCLEAR,324814.12,159.66449
28,24,COAL,3516321.0,66.602455
5,24,WIND,7604.572,24.897984
0,24,WIND,7392.471,24.579147
24,24,WIND,6834.35,25.05015
22,24,WIND,8231.408,25.568089
18,24,GAS,965379.56,45.687218
20,24,GAS,969957.1,44.39914
10,24,NUCLEAR,259510.06,147.92244
13,24,WIND,7615.2935,25.766777
26,24,WIND,7715.424,25.337355
23,24,WIND,6406.3584,24.764517
14,24,COAL,3759939.0,65.88937
21,24,NUCLEAR,297879.7,153.25835
29,24,WIND,7828.17,25.457787
3,24,COAL,3478000.0,65.1584
4,24,WIND,7716.7686,25.640383
9,24,WIND,6845.974,24.395458
19,24,COAL,3230688.8,63.649548
16,24,COAL,4506633.5,71.98824
27,24,WIND,8542.686,26.184864
2,24,NUCLEAR,271915.75,147.21257
6,24,COAL,4143087.2,70.14048
17,24,WIND,8391.698,26.174906
1,24,WIND,8887.8,27.214397
11,24,WIND,7331.0107,25.548046
25,24,COAL,3711692.5,66.948204
12,24,WIND,8619.991,26.404453
28,24,GAS,1260402.1,51.22458
5,24,WIND,7344.646,24.999165
0,24,COAL,3763782.2,69.68195
24,24,WIND,7323.545,25.60806
22,24,WIND,8428.468,26.046316
18,24,GAS,1110735.6,48.067585
20,24,GAS,1030071.1,46.50764
13,24,GAS,950013.1,45.552925
26,24,WIND,8722.708,26.272968
23,24,WIND,7027.2383,24.98512
14,24,COAL,3737989.2,67.59133
29,24,WIND,8252.632,25.527035
3,24,GAS,1179818.5,47.38894
4,24,GAS,1212553.1,50.03327
9,24,WIND,7553.1367,25.050499
19,24,COAL,4151363.8,69.3232
16,24,GAS,1056652.9,47.89805
27,24,COAL,3092017.0,61.65226
6,24,COAL,4141573.5,72.900444
17,24,WIND,10035.17,27.900974
1,24,COAL,3941350.5,70.17085
11,24,COAL,3463620.0,64.980446
25,24,COAL,3389063.5,67.31382
12,24,COAL,3649719.2,65.35566
28,24,GAS,1208184.8,51.760864
5,24,WIND,6525.3535,25.045378
0,24,COAL,4093258.2,69.6865
24,24,WIND,7557.043,25.845814
22,24,WIND,8150.4424,26.170916
18,24,GAS,1188166.5,48.494247
20,24,COAL,4553280.0,72.898415
13,24,COAL,4402483.0,71.96445
26,24,WIND,8573.484,27.36391
23,24,WIND,8522.836,25.054527
29,24,WIND,7741.7476,25.57192
3,24,GAS,1314012.1,51.399117
4,24,GAS,1237966.0,50.634285
9,24,WIND,7616.574,25.132559
19,24,NUCLEAR,217302.83,133.34085
16,24,GAS,1257477.5,50.962288
27,24,COAL,3936257.0,68.1327
6,24,GAS,1405867.9,51.967743
17,24,COAL,3180450.5,64.737335
11,24,NUCLEAR,270707.3,146.87975
25,24,GAS,1138836.2,48.315716
12,24,COAL,3698910.2,69.69991
28,24,NUCLEAR,267862.2,151.47624
5,24,WIND,7698.7783,25.407988
0,24,GAS,1200844.9,48.834393
24,24,COAL,3225474.5,63.50254
22,24,WIND,8364.535,27.175673
18,24,GAS,1212059.5,49.92802
20,24,GAS,1118607.6,48.77899
13,24,GAS,1390071.8,51.626858
26,24,COAL,3731577.8,66.92546
14,25,WIND,6939.98,23.551096
17,25,WIND,7055.4863,24.617933
28,25,WIND,7471.421,24.365429
1,25,WIND,6740.8784,22.934078
15,25,WIND,7666.6606,25.540228
13,25,WIND,6351.1216,23.299572
27,25,WIND,7050.296,23.382
19,25,WIND,7462.057,24.700108
6,25,WIND,6620.162,23.528091
0,25,WIND,6277.0415,22.371792
29,25,WIND,7075.251,24.024067
7,25,COAL,4750975.0,73.965324
20,25,WIND,7113.765,24.756813
25,25,WIND,7726.5933,24.347055
26,25,WIND,6664.121,23.230957
9,25,WIND,6727.553,23.4434
18,25,WIND,6392.752,23.330624
24,25,WIND,6550.8,23.451092
2,25,WIND,7949.9355,25.02797
21,25,WIND,6364.914,23.306051
10,25,WIND,7672.36,25.379017
11,25,WIND,5487.323,23.06256
4,25,WIND,6298.7544,23.379398
3,25,WIND,7852.4297,25.271923
12,25,WIND,5993.2485,22.363504
5,25,WIND,6539.2695,23.860136
22,25,WIND,6749.568,23.550034
16,25,WIND,6111.5796,22.333403
23,25,WIND,6434.755,23.367205
8,25,COAL,3718055.0,67.39967
14,25,WIND,8341.565,25.603962
17,25,WIND,7506.157,24.993223
28,25,WIND,7200.0977,24.865278
1,25,WIND,7864.3823,25.29688
15,25,COAL,2955860.5,62.21297
13,25,WIND,6640.559,24.610497
27,25,WIND,6721.631,23.983292
19,25,WIND,7264.6665,25.388662
6,25,WIND,7340.8423,24.346632
0,25,WIND,6739.844,24.35156
29,25,WIND,6606.4155,24.327658
7,25,GAS,1407845.2,52.802216
20,25,WIND,8137.548,25.284128
25,25,WIND,8098.2017,25.126965
26,25,WIND,6187.7803,23.341574
9,25,WIND,6750.979,23.709698
18,25,WIND,7348.921,25.616453
24,25,WIND,6651.1177,23.760445
2,25,WIND,8460.607,26.221386
21,25,WIND,7221.2944,24.356125
10,25,WIND,8504.135,25.793749
11,25,WIND,6050.552,23.06299
4,25,WIND,7245.198,24.17215
3,25,WIND,7460.358,25.35847
12,25,WIND,6832.2056,23.504208
5,25,WIND,6847.5083,24.413872
22,25,WIND,6761.327,24.054058
16,25,WIND,7061.204,24.223608
23,25,WIND,6544.388,23.62885
8,25,GAS,1068581.5,46.539146
14,25,COAL,3474188.5,64.700485
17,25,WIND,7743.1562,25.062355
28,25,WIND,8362.269,26.836536
1,25,WIND,7937.132,25.69948
15,25,COAL,3977675.5,68.97142
13,25,WIND,6642.711,24.935638
27,25,WIND,6625.0186,24.324398
19,25,WIND,9039.156,26.878105
6,25,WIND,7764.456,24.815332
0,25,WIND,6747.9414,24.51953
29,25,WIND,7873.0234,25.33749
7,25,NUCLEAR,294137.84,157.67159
20,25,WIND,8145.136,25.94775
25,25,WIND,7759.4717,25.657131
26,25,WIND,7623.435,24.419252
9,25,WIND,6607.2324,24.09772
18,25,WIND,8989.295,27.195137
24,25,WIND,7432.5376,24.727228
2,25,COAL,3563987.2,67.40553
21,25,NUCLEAR,275168.06,147.56473
10,25,NUCLEAR,272174.03,146.9814
11,25,WIND,7057.0776,24.900795
4,25,WIND,7883.7144,24.91258
3,25,WIND,7808.844,25.977697
12,25,WIND,8380.098,25.931793
5,25,WIND,7161.377,24.538786
22,25,WIND,7456.8604,25.175554
16,25,WIND,7833.9736,25.89207
23,25,WIND,6919.2275,23.697832
8,25,GAS,1089644.2,47.95109
14,25,COAL,3759939.0,65.88937
17,25,WIND,7460.133,25.957298
28,25,COAL,3516321.0,66.602455
1,25,WIND,8627.352,26.562513
13,25,WIND,7615.2935,25.766777
27,25,WIND,7169.258,24.643574
19,25,COAL,3230688.8,63.649548
6,25,COAL,3887876.8,69.14297
0,25,WIND,7392.471,24.579147
29,25,WIND,7828.17,25.457787
20,25,GAS,969957.1,44.39914
25,25,WIND,8159.3716,26.669256
26,25,WIND,7715.424,25.337355
9,25,WIND,6845.974,24.395458
18,25,GAS,965379.56,45.687218
24,25,WIND,6834.35,25.05015
2,25,GAS,1188633.9,51.428978
21,25,NUCLEAR,297879.7,153.25835
10,25,NUCLEAR,259510.06,147.92244
11,25,WIND,7926.062,25.415773
4,25,WIND,7716.7686,25.640383
3,25,COAL,3478000.0,65.1584
12,25,WIND,7742.0806,25.94075
5,25,WIND,7604.572,24.897984
22,25,WIND,8231.408,25.568089
16,25,WIND,9108.093,26.311579
23,25,WIND,6406.3584,24.764517
8,25,NUCLEAR,324814.12,159.66449
14,25,COAL,3737989.2,67.59133
17,25,WIND,8391.698,26.174906
28,25,GAS,1260402.1,51.22458
1,25,WIND,8887.8,27.214397
13,25,GAS,950013.1,45.552925
27,25,WIND,8542.686,26.184864
19,25,COAL,4151363.8,69.3232
6,25,COAL,4143087.2,70.14048
0,25,COAL,3763782.2,69.68195
29,25,WIND,8252.632,25.527035
20,25,GAS,1030071.1,46.50764
25,25,COAL,3711692.5,66.948204
26,25,WIND,8722.708,26.272968
9,25,WIND,7553.1367,25.050499
18,25,GAS,1110735.6,48.067585
24,25,WIND,7323.545,25.60806
2,25,NUCLEAR,271915.75,147.21257
11,25,WIND,7331.0107,25.548046
4,25,GAS,1212553.1,50.03327
3,25,GAS,1179818.5,47.38894
12,25,WIND,8619.991,26.404453
5,25,WIND,7344.646,24.999165
22,25,WIND,8428.468,26.046316
16,25,COAL,4506633.5,71.98824
23,25,WIND,7027.2383,24.98512
17,25,WIND,10035.17,27.900974
28,25,GAS,1208184.8,51.760864
1,25,COAL,3941350.5,70.17085
13,25,COAL,4402483.0,71.96445
27,25,COAL,3092017.0,61.65226
19,25,NUCLEAR,217302.83,133.34085
6,25,COAL,4141573.5,72.900444
0,25,COAL,4093258.2,69.6865
29,25,WIND,7741.7476,25.57192
20,25,COAL,4553280.0,72.898415
25,25,COAL,3389063.5,67.31382
26,25,WIND,8573.484,27.36391
9,25,WIND,7616.574,25.132559
18,25,GAS,1188166.5,48.494247
24,25,WIND,7557.043,25.845814
11,25,COAL,3463620.0,64.980446
4,25,GAS,1237966.0,50.634285
3,25,GAS,1314012.1,51.399117
12,25,COAL,3649719.2,65.35566
5,25,WIND,6525.3535,25.045378
22,25,WIND,8150.4424,26.170916
16,25,GAS,1056652.9,47.89805
23,25,WIND,8522.836,25.054527
17,25,COAL,3180450.5,64.737335
28,25,NUCLEAR,267862.2,151.47624
13,25,GAS,1390071.8,51.626858
27,25,COAL,3936257.0,68.1327
6,25,GAS,1405867.9,51.967743
0,25,GAS,1200844.9,48.834393
29,25,WIND,8649.663,26.973661
20,25,GAS,1118607.6,48.77899
25,25,GAS,1138836.2,48.315716
26,25,COAL,3731577.8,66.92546
9,25,WIND,8287.776,26.143892
18,25,GAS,1212059.5,49.92802
24,25,COAL,3225474.5,63.50254
11,25,NUCLEAR,270707.3,146.87975
4,25,GAS,1244684.1,51.113483
3,25,NUCLEAR,271769.5,149.8687
1,26,WIND,6740.8784,22.934078
25,26,WIND,7726.5933,24.347055
14,26,WIND,6939.98,23.551096
27,26,WIND,7050.296,23.382
23,26,WIND,6434.755,23.367205
28,26,WIND,7471.421,24.365429
18,26,WIND,6392.752,23.330624
19,26,WIND,7462.057,24.700108
20,26,WIND,7113.765,24.756813
17,26,WIND,7055.4863,24.617933
24,26,WIND,6550.8,23.451092
15,26,WIND,7666.6606,25.540228
2,26,WIND,7949.9355,25.02797
29,26,WIND,7075.251,24.024067
8,26,COAL,3718055.0,67.39967
7,26,COAL,4750975.0,73.965324
12,26,WIND,5993.2485,22.363504
3,26,WIND,7852.4297,25.271923
21,26,WIND,6364.914,23.306051
22,26,WIND,6749.568,23.550034
9,26,WIND,6727.553,23.4434
13,26,WIND,6351.1216,23.299572
0,26,WIND,6277.0415,22.371792
26,26,WIND,6664.121,23.230957
6,26,WIND,6620.162,23.528091
10,26,WIND,7672.36,25.379017
16,26,WIND,6111.5796,22.333403
11,26,WIND,5487.323,23.06256
5,26,WIND,6539.2695,23.860136
4,26,WIND,6298.7544,23.379398
1,26,WIND,7864.3823,25.29688
25,26,WIND,8098.2017,25.126965
14,26,WIND,8341.565,25.603962
27,26,WIND,6721.631,23.983292
23,26,WIND,6544.388,23.62885
28,26,WIND,7200.0977,24.865278
18,26,WIND,7348.921,25.616453
19,26,WIND,7264.6665,25.388662
20,26,WIND,8137.548,25.284128
17,26,WIND,7506.157,24.993223
24,26,WIND,6651.1177,23.760445
15,26,COAL,2955860.5,62.21297
2,26,WIND,8460.607,26.221386
29,26,WIND,6606.4155,24.327658
8,26,GAS,1068581.5,46.539146
7,26,GAS,1407845.2,52.802216
12,26,WIND,6832.2056,23.504208
3,26,WIND,7460.358,25.35847
21,26,WIND,7221.2944,24.356125
22,26,WIND,6761.327,24.054058
9,26,WIND,6750.979,23.709698
13,26,WIND,6640.559,24.610497
0,26,WIND,6739.844,24.35156
26,26,WIND,6187.7803,23.341574
6,26,WIND,7340.8423,24.346632
10,26,WIND,8504.135,25.793749
16,26,WIND,7061.204,24.223608
11,26,WIND,6050.552,23.06299
5,26,WIND,6847.5083,24.413872
4,26,WIND,7245.198,24.17215
1,26,WIND,7937.132,25.69948
25,26,WIND,7759.4717,25.657131
14,26,COAL,3474188.5,64.700485
27,26,WIND,6625.0186,24.324398
23,26,WIND,6919.2275,23.697832
28,26,WIND,8362.269,26.836536
18,26,WIND,8989.295,27.195137
19,26,WIND,9039.156,26.878105
20,26,WIND,8145.136,25.94775
17,26,WIND,7743.1562,25.062355
24,26,WIND,7432.5376,24.727228
15,26,COAL,3977675.5,68.97142
2,26,COAL,3563987.2,67.40553
29,26,WIND,7873.0234,25.33749
8,26,GAS,1089644.2,47.95109
7,26,NUCLEAR,294137.84,157.67159
12,26,WIND,8380.098,25.931793
3,26,WIND,7808.844,25.977697
21,26,NUCLEAR,275168.06,147.56473
22,26,WIND,7456.8604,25.175554
9,26,WIND,6607.2324,24.09772
13,26,WIND,6642.711,24.935638
0,26,WIND,6747.9414,24.51953
26,26,WIND,7623.435,24.419252
6,26,WIND,7764.456,24.815332
10,26,NUCLEAR,272174.03,146.9814
16,26,WIND,7833.9736,25.89207
11,26,WIND,7057.0776,24.900795
5,26,WIND,7161.377,24.538786
4,26,WIND,7883.7144,24.91258
1,26,WIND,8627.352,26.562513
25,26,WIND,8159.3716,26.669256
14,26,COAL,3759939.0,65.88937
27,26,WIND,7169.258,24.643574
23,26,WIND,6406.3584,24.764517
28,26,COAL,3516321.0,66.602455
18,26,GAS,965379.56,45.687218
19,26,COAL,3230688.8,63.649548
20,26,GAS,969957.1,44.39914
17,26,WIND,7460.133,25.957298
24,26,WIND,6834.35,25.05015
2,26,GAS,1188633.9,51.428978
29,26,WIND,7828.17,25.457787
8,26,NUCLEAR,324814.12,159.66449
12,26,WIND,7742.0806,25.94075
3,26,COAL,3478000.0,65.1584
21,26,NUCLEAR,297879.7,153.25835
22,26,WIND,8231.408,25.568089
9,26,WIND,6845.974,24.395458
13,26,WIND,7615.2935,25.766777
0,26,WIND,7392.471,24.579147
26,26,WIND,7715.424,25.337355
6,26,COAL,3887876.8,69.14297
10,26,NUCLEAR,259510.06,147.92244
16,26,WIND,9108.093,26.311579
11,26,WIND,7926.062,25.415773
5,26,WIND,7604.572,24.897984
4,26,WIND,7716.7686,25.640383
1,26,WIND,8887.8,27.214397
25,26,COAL,3711692.5,66.948204
14,26,COAL,3737989.2,67.59133
27,26,WIND,8542.686,26.184864
23,26,WIND,7027.2383,24.98512
28,26,GAS,1260402.1,51.22458
18,26,GAS,1110735.6,48.067585
19,26,COAL,4151363.8,69.3232
20,26,GAS,1030071.1,46.50764
17,26,WIND,8391.698,26.174906
24,26,WIND,7323.545,25.60806
2,26,NUCLEAR,271915.75,147.21257
29,26,WIND,8252.632,25.527035
12,26,WIND,8619.991,26.404453
3,26,GAS,1179818.5,47.38894
22,26,WIND,8428.468,26.046316
9,26,WIND,7553.1367,25.050499
13,26,GAS,950013.1,45.552925
0,26,COAL,3763782.2,69.68195
26,26,WIND,8722.708,26.272968
6,26,COAL,4143087.2,70.14048
16,26,COAL,4506633.5,71.98824
11,26,WIND,7331.0107,25.548046
5,26,WIND,7344.646,24.999165
4,26,GAS,1212553.1,50.03327
1,26,COAL,3941350.5,70.17085
25,26,COAL,3389063.5,67.31382
27,26,COAL,3092017.0,61.65226
23,26,WIND,8522.836,25.054527
28,26,GAS,1208184.8,51.760864
18,26,GAS,1188166.5,48.494247
19,26,NUCLEAR,217302.83,133.34085
20,26,COAL,4553280.0,72.898415
17,26,WIND,10035.17,27.900974
24,26,WIND,7557.043,25.845814
29,26,WIND,7741.7476,25.57192
12,26,COAL,3649719.2,65.35566
3,26,GAS,1314012.1,51.399117
22,26,WIND,8150.4424,26.170916
9,26,WIND,7616.574,25.132559
13,26,COAL,4402483.0,71.96445
0,26,COAL,4093258.2,69.6865
26,26,WIND,8573.484,27.36391
6,26,COAL,4141573.5,72.900444
16,26,GAS,1056652.9,47.89805
11,26,COAL,3463620.0,64.980446
5,26,WIND,6525.3535,25.045378
4,26,GAS,1237966.0,50.634285
25,26,GAS,1138836.2,48.315716
27,26,COAL,3936257.0,68.1327
23,26,WIND,7745.0674,25.055809
28,26,NUCLEAR,267862.2,151.47624
18,26,GAS,1212059.5,49.92802
20,26,GAS,1118607.6,48.77899
17,26,COAL,3180450.5,64.737335
24,26,COAL,3225474.5,63.50254
29,26,WIND,8649.663,26.973661
12,26,COAL,3698910.2,69.69991
3,26,NUCLEAR,271769.5,149.8687
22,26,WIND,8364.535,27.175673
9,26,WIND,8287.776,26.143892
13,26,GAS,1390071.8,51.626858
0,26,GAS,1200844.9,48.834393
26,26,COAL,3731577.8,66.92546
6,26,GAS,1405867.9,51.967743
6,27,WIND,6620.162,23.528091
13,27,WIND,6351.1216,23.299572
15,27,WIND,7666.6606,25.540228
0,27,WIND,6277.0415,22.371792
11,27,WIND,5487.323,23.06256
5,27,WIND,6539.2695,23.860136
22,27,WIND,6749.568,23.550034
9,27,WIND,6727.553,23.4434
17,27,WIND,7055.4863,24.617933
10,27,WIND,7672.36,25.379017
8,27,COAL,3718055.0,67.39967
20,27,WIND,7113.765,24.756813
1,27,WIND,6740.8784,22.934078
16,27,WIND,6111.5796,22.333403
26,27,WIND,6664.121,23.230957
18,27,WIND,6392.752,23.330624
12,27,WIND,5993.2485,22.363504
21,27,WIND,6364.914,23.306051
19,27,WIND,7462.057,24.700108
23,27,WIND,6434.755,23.367205
28,27,WIND,7471.421,24.365429
24,27,WIND,6550.8,23.451092
2,27,WIND,7949.9355,25.02797
29,27,WIND,7075.251,24.024067
4,27,WIND,6298.7544,23.379398
25,27,WIND,7726.5933,24.347055
7,27,COAL,4750975.0,73.965324
3,27,WIND,7852.4297,25.271923
14,27,WIND,6939.98,23.551096
27,27,WIND,7050.296,23.382
6,27,WIND,7340.8423,24.346632
13,27,WIND,6640.559,24.610497
15,27,COAL,2955860.5,62.21297
0,27,WIND,6739.844,24.35156
11,27,WIND,6050.552,23.06299
5,27,WIND,6847.5083,24.413872
22,27,WIND,6761.327,24.054058
9,27,WIND,6750.979,23.709698
17,27,WIND,7506.157,24.993223
10,27,WIND,8504.135,25.793749
8,27,GAS,1068581.5,46.539146
20,27,WIND,8137.548,25.284128
1,27,WIND,7864.3823,25.29688
16,27,WIND,7061.204,24.223608
26,27,WIND,6187.7803,23.341574
18,27,WIND,7348.921,25.616453
12,27,WIND,6832.2056,23.504208
21,27,WIND,7221.2944,24.356125
19,27,WIND,7264.6665,25.388662
23,27,WIND,6544.388,23.62885
28,27,WIND,7200.0977,24.865278
24,27,WIND,6651.1177,23.760445
2,27,WIND,8460.607,26.221386
29,27,WIND,6606.4155,24.327658
4,27,WIND,7245.198,24.17215
25,27,WIND,8098.2017,25.126965
7,27,GAS,1407845.2,52.802216
3,27,WIND,7460.358,25.35847
14,27,WIND,8341.565,25.603962
27,27,WIND,6721.631,23.983292
6,27,WIND,7764.456,24.815332
13,27,WIND,6642.711,24.935638
15,27,COAL,3977675.5,68.97142
0,27,WIND,6747.9414,24.51953
11,27,WIND,7057.0776,24.900795
5,27,WIND,7161.377,24.538786
22,27,WIND,7456.8604,25.175554
9,27,WIND,6607.2324,24.09772
17,27,WIND,7743.1562,25.062355
10,27,NUCLEAR,272174.03,146.9814
8,27,GAS,1089644.2,47.95109
20,27,WIND,8145.136,25.94775
1,27,WIND,7937.132,25.69948
16,27,WIND,7833.9736,25.89207
26,27,WIND,7623.435,24.419252
18,27,WIND,8989.295,27.195137
12,27,WIND,8380.098,25.931793
21,27,NUCLEAR,275168.06,147.56473
19,27,WIND,9039.156,26.878105
23,27,WIND,6919.2275,23.697832
28,27,WIND,8362.269,26.836536
24,27,WIND,7432.5376,24.727228
2,27,COAL,3563987.2,67.40553
29,27,WIND,7873.0234,25.33749
4,27,WIND,7883.7144,24.91258
25,27,WIND,7759.4717,25.657131
7,27,NUCLEAR,294137.84,157.67159
3,27,WIND,7808.844,25.977697
14,27,COAL,3474188.5,64.700485
27,27,WIND,6625.0186,24.324398
6,27,COAL,3887876.8,69.14297
13,27,WIND,7615.2935,25.766777
0,27,WIND,7392.471,24.579147
11,27,WIND,7926.062,25.415773
5,27,WIND,7604.572,24.897984
22,27,WIND,8231.408,25.568089
9,27,WIND,6845.974,24.395458
17,27,WIND,7460.133,25.957298
10,27,NUCLEAR,259510.06,147.92244
8,27,NUCLEAR,324814.12,159.66449
20,27,GAS,969957.1,44.39914
1,27,WIND,8627.352,26.562513
