Tick,Coal_Carbon,Gas_Carbon,Nuclear_Carbon,Wind_Carbon,Coal_Electricity,Gas_Electricity,Nuclear_Electricity,Wind_Electricity
262,6.2265472E7,5.8604768E7,6794676.5,763910.7,1178.0806,2422.982,3749.5525,2531.4602
263,6.2265472E7,5.9862236E7,6794676.5,763910.7,1178.0806,2473.7979,3749.5525,2531.4602
264,6.2265472E7,5.9862236E7,6794676.5,763910.7,1178.0806,2473.7979,3749.5525,2531.4602
265,6.2265472E7,5.8604768E7,6794676.5,771727.75,1178.0806,2422.982,3749.5525,2557.1895
266,6.2265472E7,5.8604768E7,6794676.5,771727.75,1178.0806,2422.982,3749.5525,2557.1895
267,6.2265472E7,5.8604768E7,6794676.5,771727.75,1178.0806,2422.982,3749.5525,2557.1895
268,6.2265472E7,5.9862236E7,6794676.5,771727.75,1178.0806,2473.7979,3749.5525,2557.1895
269,6.2265472E7,5.8604768E7,6794676.5,778908.4,1178.0806,2422.982,3749.5525,2582.226
270,6.2265472E7,5.9862236E7,6794676.5,778908.4,1178.0806,2473.7979,3749.5525,2582.226
271,6.2265472E7,5.9862236E7,6794676.5,778908.4,1178.0806,2473.7979,3749.5525,2582.226
272,6.2265472E7,5.9862236E7,6794676.5,778908.4,1178.0806,2473.7979,3749.5525,2582.226
273,6.2265472E7,5.9862236E7,6794676.5,778908.4,1178.0806,2473.7979,3749.5525,2582.226
274,6.2265472E7,5.9862236E7,6794676.5,778908.4,1178.0806,2473.7979,3749.5525,2582.226
275,6.2265472E7,5.9862236E7,6794676.5,778908.4,1178.0806,2473.7979,3749.5525,2582.226
276,6.2265472E7,5.9862236E7,6794676.5,778908.4,1178.0806,2473.7979,3749.5525,2582.226
277,6.5705288E7,5.9862236E7,6794676.5,778908.4,1243.5203,2473.7979,3749.5525,2582.226
278,4.3581172E7,5.738596E7,7097277.5,778908.4,838.96423,2373.5815,3906.1096,2582.226
279,4.3581172E7,5.8525276E7,7097277.5,778908.4,838.96423,2421.686,3906.1096,2582.226
280,4.769042E7,5.7371944E7,7097277.5,787265.06,909.16626,2373.2388,3906.1096,2608.293
281,5.547696E7,5.6184032E7,7097277.5,787265.06,1043.7524,2324.9202,3906.1096,2608.293
282,5.1137048E7,5.6184032E7,7097277.5,795271.0,976.2344,2324.9202,3906.1096,2634.2058
283,5.1137048E7,5.6184032E7,7097277.5,795271.0,976.2344,2324.9202,3906.1096,2634.2058
284,5.1137048E7,5.6184032E7,7097277.5,795271.0,976.2344,2324.9202,3906.1096,2634.2058
285,5.547696E7,5.6071304E7,7097277.5,795271.0,1043.7524,2323.6792,3906.1096,2634.2058
286,5.1137048E7,5.6071304E7,7097277.5,801776.4,976.2344,2323.6792,3906.1096,2657.471
287,4.3581172E7,5.4931984E7,7332759.5,801776.4,838.96423,2275.5747,4050.007,2657.471
288,4.3581172E7,5.4931984E7,7332759.5,801776.4,838.96423,2275.5747,4050.007,2657.471
289,4.0370212E7,5.4931984E7,7556109.0,801776.4,776.60175,2275.5747,4187.767,2657.471
290,4.0370212E7,5.4931984E7,7556109.0,801776.4,776.60175,2275.5747,4187.767,2657.471
291,5.1137048E7,5.3811128E7,7556109.0,801776.4,976.2344,2226.422,4187.767,2657.471
292,5.1137048E7,5.2558908E7,7556109.0,801776.4,976.2344,2175.3416,4187.767,2657.471
293,5.1137048E7,5.2558908E7,7556109.0,801776.4,976.2344,2175.3416,4187.767,2657.471
294,5.1137048E7,5.2558908E7,7556109.0,801776.4,976.2344,2175.3416,4187.767,2657.471
295,5.1137048E7,5.2558908E7,7556109.0,801776.4,976.2344,2175.3416,4187.767,2657.471
296,5.1137048E7,5.2558908E7,7556109.0,801776.4,976.2344,2175.3416,4187.767,2657.471
297,5.1137048E7,5.2558908E7,7556109.0,801776.4,976.2344,2175.3416,4187.767,2657.471
298,5.1137048E7,5.2558908E7,7556109.0,801776.4,976.2344,2175.3416,4187.767,2657.471
299,5.1137048E7,5.2558908E7,7556109.0,801776.4,976.2344,2175.3416,4187.767,2657.471
300,5.1137048E7,5.2558908E7,7556109.0,801776.4,976.2344,2175.3416,4187.767,2657.471
301,5.1137048E7,5.2558908E7,7556109.0,801776.4,976.2344,2175.3416,4187.767,2657.471
302,5.1137048E7,5.4050992E7,7556109.0,801776.4,976.2344,2228.9238,4187.767,2657.471
303,5.1137048E7,5.4050992E7,7556109.0,801776.4,976.2344,2228.9238,4187.767,2657.471
304,5.1137048E7,5.4050992E7,7556109.0,801776.4,976.2344,2228.9238,4187.767,2657.471
305,5.1137048E7,5.4050992E7,7556109.0,801776.4,976.2344,2228.9238,4187.767,2657.471
306,5.1137048E7,5.4050992E7,7556109.0,801776.4,976.2344,2228.9238,4187.767,2657.471
307,4.7926088E7,5.4050992E7,7799228.5,801776.4,913.8719,2228.9238,4335.8857,2657.471
308,4.7926088E7,5.5390244E7,7799228.5,801776.4,913.8719,2281.0393,4335.8857,2657.471
309,4.7926088E7,5.5390244E7,7799228.5,801776.4,913.8719,2281.0393,4335.8857,2657.471
310,4.7926088E7,5.5390244E7,7799228.5,801776.4,913.8719,2281.0393,4335.8857,2657.471
311,4.7926088E7,5.5390244E7,7799228.5,801776.4,913.8719,2281.0393,4335.8857,2657.471
312,4.7926088E7,5.5390244E7,7799228.5,810371.5,913.8719,2281.0393,4335.8857,2684.0503
313,4.3816844E7,5.4189916E7,7799228.5,817336.56,843.66986,2229.8062,4335.8857,2708.2637
314,4.3816844E7,5.4189916E7,7799228.5,817336.56,843.66986,2229.8062,4335.8857,2708.2637
315,4.4391784E7,5.4189916E7,7799228.5,817336.56,846.96844,2229.8062,4335.8857,2708.2637
316,5.194766E7,5.4189916E7,7799228.5,817336.56,984.2386,2229.8062,4335.8857,2708.2637
317,4.7838412E7,5.4189916E7,7799228.5,817336.56,914.03656,2229.8062,4335.8857,2708.2637
318,4.7838412E7,5.4189916E7,7799228.5,817336.56,914.03656,2229.8062,4335.8857,2708.2637
319,5.1859936E7,5.4189916E7,7799228.5,817336.56,982.6485,2229.8062,4335.8857,2708.2637
320,5.1859936E7,5.4189916E7,7799228.5,823916.44,982.6485,2229.8062,4335.8857,2732.1096
321,4.8413304E7,5.4189916E7,7799228.5,832228.9,915.5804,2229.8062,4335.8857,2757.1382
322,5.1859936E7,5.4189916E7,7799228.5,832228.9,982.6485,2229.8062,4335.8857,2757.1382
323,4.8413304E7,5.4189916E7,7799228.5,841189.0,915.5804,2229.8062,4335.8857,2784.1968
324,5.1859936E7,5.3065604E7,7799228.5,841189.0,982.6485,2181.7278,4335.8857,2784.1968
325,3.7354592E7,5.3065604E7,8059452.5,841189.0,716.34094,2181.7278,4482.043,2784.1968
326,4.1774224E7,5.3065604E7,8059452.5,841189.0,790.32697,2181.7278,4482.043,2784.1968
327,4.1774224E7,5.3065604E7,8059452.5,841189.0,790.32697,2181.7278,4482.043,2784.1968
328,4.4688832E7,5.3065604E7,8059452.5,841189.0,849.8217,2181.7278,4482.043,2784.1968
329,3.7752652E7,5.412062E7,8059452.5,841189.0,719.9602,2227.1724,4482.043,2784.1968
330,3.116519E7,5.2862932E7,8334732.5,841189.0,590.8182,2175.969,4629.111,2784.1968
331,3.116519E7,5.2862932E7,8334732.5,841189.0,590.8182,2175.969,4629.111,2784.1968
332,3.116519E7,5.2862932E7,8334732.5,841189.0,590.8182,2175.969,4629.111,2784.1968
333,3.116519E7,5.2862932E7,8334732.5,841189.0,590.8182,2175.969,4629.111,2784.1968
334,3.116519E7,5.2862932E7,8334732.5,841189.0,590.8182,2175.969,4629.111,2784.1968
335,3.4439988E7,5.3126908E7,8334732.5,841189.0,656.8461,2179.9922,4629.111,2784.1968
336,3.7752652E7,5.1737892E7,8334732.5,841189.0,719.9602,2128.4045,4629.111,2784.1968
337,3.7752652E7,5.1737892E7,8334732.5,841189.0,719.9602,2128.4045,4629.111,2784.1968
338,3.7752652E7,5.1737892E7,8334732.5,841189.0,719.9602,2128.4045,4629.111,2784.1968
339,3.7752652E7,5.0682884E7,8334732.5,841189.0,719.9602,2082.96,4629.111,2784.1968
340,3.7752652E7,5.0682884E7,8334732.5,848971.5,719.9602,2082.96,4629.111,2810.5454
341,3.7752652E7,5.0682884E7,8334732.5,848971.5,719.9602,2082.96,4629.111,2810.5454
342,3.7752652E7,5.0682884E7,8334732.5,856822.94,719.9602,2082.96,4629.111,2836.3218
343,3.7752652E7,5.0682884E7,8334732.5,856822.94,719.9602,2082.96,4629.111,2836.3218
344,3.7752652E7,5.0682884E7,8334732.5,862648.75,719.9602,2082.96,4629.111,2859.123
345,3.7752652E7,5.0682884E7,8334732.5,862648.75,719.9602,2082.96,4629.111,2859.123
346,3.7752652E7,5.0682884E7,8334732.5,862648.75,719.9602,2082.96,4629.111,2859.123
347,3.7752652E7,4.9314524E7,8334732.5,862648.75,719.9602,2031.695,4629.111,2859.123
348,3.7752652E7,4.9314524E7,8334732.5,862648.75,719.9602,2031.695,4629.111,2859.123
349,3.7752652E7,4.9314524E7,8334732.5,862648.75,719.9602,2031.695,4629.111,2859.123
350,3.7752652E7,4.9314524E7,8334732.5,869499.2,719.9602,2031.695,4629.111,2883.4287
351,3.7752652E7,4.9314524E7,8334732.5,869499.2,719.9602,2031.695,4629.111,2883.4287
352,3.4021076E7,4.9314524E7,8618773.0,869499.2,653.0347,2031.695,4780.515,2883.4287
353,3.4021076E7,4.9314524E7,8618773.0,869499.2,653.0347,2031.695,4780.515,2883.4287
354,3.4021076E7,4.9314524E7,8618773.0,869499.2,653.0347,2031.695,4780.515,2883.4287
355,3.4021076E7,4.9314524E7,8618773.0,869499.2,653.0347,2031.695,4780.515,2883.4287
356,3.4021076E7,4.9314524E7,8618773.0,869499.2,653.0347,2031.695,4780.515,2883.4287
357,3.4092304E7,4.9314524E7,8618773.0,869499.2,655.6281,2031.695,4780.515,2883.4287
358,3.7363036E7,4.9314524E7,8618773.0,877565.7,717.8871,2031.695,4780.515,2909.057
359,3.4092304E7,4.926926E7,8618773.0,877565.7,655.6281,2033.898,4780.515,2909.057
360,3.4092304E7,4.926926E7,8618773.0,877565.7,655.6281,2033.898,4780.515,2909.057
361,3.4092304E7,4.926926E7,8618773.0,877565.7,655.6281,2033.898,4780.515,2909.057
362,3.4092304E7,4.926926E7,8618773.0,877565.7,655.6281,2033.898,4780.515,2909.057
363,3.4092304E7,4.926926E7,8618773.0,885759.6,655.6281,2033.898,4780.515,2934.5933
364,3.4092304E7,4.926926E7,8618773.0,885759.6,655.6281,2033.898,4780.515,2934.5933
365,3.4092304E7,4.926926E7,8618773.0,885759.6,655.6281,2033.898,4780.515,2934.5933
366,3.4092304E7,4.926926E7,8618773.0,885759.6,655.6281,2033.898,4780.515,2934.5933
367,3.4092304E7,4.7938892E7,8618773.0,885759.6,655.6281,1982.0024,4780.515,2934.5933
368,3.4092304E7,4.7938892E7,8618773.0,885759.6,655.6281,1982.0024,4780.515,2934.5933
369,3.0917188E7,5.045356E7,8618773.0,885759.6,591.4447,2081.9702,4780.515,2934.5933
370,2.7604516E7,5.0412824E7,8618773.0,885759.6,528.3306,2081.86,4780.515,2934.5933
371,2.7604516E7,5.0412824E7,8618773.0,885759.6,528.3306,2081.86,4780.515,2934.5933
372,2.7604516E7,5.0412824E7,8618773.0,891901.94,528.3306,2081.86,4780.515,2957.3635
373,2.7604516E7,5.0412824E7,8618773.0,891901.94,528.3306,2081.86,4780.515,2957.3635
374,3.0779632E7,5.2968488E7,8618773.0,891901.94,592.514,2183.306,4780.515,2957.3635
375,3.0779632E7,5.2968488E7,8618773.0,898307.2,592.514,2183.306,4780.515,2980.0198
376,3.0779632E7,5.2968488E7,8618773.0,898307.2,592.514,2183.306,4780.515,2980.0198
377,3.0779632E7,5.2968488E7,8618773.0,898307.2,592.514,2183.306,4780.515,2980.0198
378,3.0779632E7,5.2968488E7,8618773.0,898307.2,592.514,2183.306,4780.515,2980.0198
379,3.0779632E7,5.2968488E7,8618773.0,898307.2,592.514,2183.306,4780.515,2980.0198
380,3.0779632E7,5.2968488E7,8618773.0,898307.2,592.514,2183.306,4780.515,2980.0198
381,3.0779632E7,5.2968488E7,8618773.0,898307.2,592.514,2183.306,4780.515,2980.0198
382,3.488916E7,5.3873064E7,8618773.0,898307.2,661.1357,2227.4578,4780.515,2980.0198
383,3.488916E7,5.3873064E7,8618773.0,898307.2,661.1357,2227.4578,4780.515,2980.0198
384,3.488916E7,5.3873064E7,8618773.0,898307.2,661.1357,2227.4578,4780.515,2980.0198
385,3.488916E7,5.3873064E7,8618773.0,898307.2,661.1357,2227.4578,4780.515,2980.0198
386,3.488916E7,5.3873064E7,8618773.0,898307.2,661.1357,2227.4578,4780.515,2980.0198
387,3.488916E7,5.3873064E7,8618773.0,906512.4,661.1357,2227.4578,4780.515,3007.0063
388,3.488916E7,5.13174E7,8618773.0,914641.8,661.1357,2126.0117,4780.515,3032.3816
389,3.1714044E7,5.13174E7,8618773.0,923263.4,596.9523,2126.0117,4780.515,3058.562
390,3.1714044E7,5.1023776E7,8618773.0,923263.4,596.9523,2120.9343,4780.515,3058.562
391,3.1714044E7,5.1023776E7,8618773.0,923263.4,596.9523,2120.9343,4780.515,3058.562
392,3.488916E7,5.2354152E7,8618773.0,923263.4,661.1357,2172.8298,4780.515,3058.562
393,3.488916E7,5.2354152E7,8618773.0,923263.4,661.1357,2172.8298,4780.515,3058.562
394,3.488916E7,5.358092E7,8618773.0,923263.4,661.1357,2222.2466,4780.515,3058.562
395,3.1714044E7,5.2354152E7,8618773.0,923263.4,596.9523,2172.8298,4780.515,3058.562
396,3.5242072E7,5.2354152E7,8618773.0,923263.4,660.9449,2172.8298,4780.515,3058.562
397,3.5242072E7,5.2354152E7,8618773.0,923263.4,660.9449,2172.8298,4780.515,3058.562
398,3.5242072E7,5.1108992E7,8618773.0,923263.4,660.9449,2123.9912,4780.515,3058.562
399,3.5242072E7,5.2207996E7,8618773.0,923263.4,660.9449,2171.1646,4780.515,3058.562
400,3.5242072E7,5.2207996E7,8618773.0,923263.4,660.9449,2171.1646,4780.515,3058.562
401,3.5242072E7,5.2207996E7,8618773.0,923263.4,660.9449,2171.1646,4780.515,3058.562
402,3.1714044E7,5.087762E7,8618773.0,923263.4,596.9523,2119.2693,4780.515,3058.562
403,3.5242072E7,5.2207996E7,8618773.0,923263.4,660.9449,2171.1646,4780.515,3058.562
404,3.5242072E7,5.2207996E7,8618773.0,923263.4,660.9449,2171.1646,4780.515,3058.562
405,2.8372084E7,5.087762E7,8618773.0,923263.4,532.1,2119.2693,4780.515,3058.562
406,2.8372084E7,5.087762E7,8618773.0,931232.56,532.1,2119.2693,4780.515,3083.9219
407,2.8372084E7,5.087762E7,8618773.0,931232.56,532.1,2119.2693,4780.515,3083.9219
408,2.8372084E7,5.087762E7,8618773.0,931232.56,532.1,2119.2693,4780.515,3083.9219
409,3.5242072E7,5.0928448E7,8618773.0,931232.56,660.9449,2119.3804,4780.515,3083.9219
410,3.5242072E7,4.9829444E7,8618773.0,931232.56,660.9449,2072.207,4780.515,3083.9219
411,3.5242072E7,4.9829444E7,8618773.0,931232.56,660.9449,2072.207,4780.515,3083.9219
412,3.5242072E7,4.9829444E7,8618773.0,931232.56,660.9449,2072.207,4780.515,3083.9219
413,3.5242072E7,5.1108992E7,8618773.0,931232.56,660.9449,2123.9912,4780.515,3083.9219
414,3.5242072E7,5.1108992E7,8618773.0,931232.56,660.9449,2123.9912,4780.515,3083.9219
415,3.5242072E7,5.1108992E7,8618773.0,931232.56,660.9449,2123.9912,4780.515,3083.9219
416,3.5242072E7,5.1108992E7,8618773.0,931232.56,660.9449,2123.9912,4780.515,3083.9219
417,3.5242072E7,5.1108992E7,8618773.0,931232.56,660.9449,2123.9912,4780.515,3083.9219
418,3.5242072E7,5.1108992E7,8618773.0,937903.56,660.9449,2123.9912,4780.515,3107.8113
419,3.5242072E7,5.1108992E7,8618773.0,937903.56,660.9449,2123.9912,4780.515,3107.8113
420,3.5242072E7,5.1108992E7,8618773.0,937903.56,660.9449,2123.9912,4780.515,3107.8113
421,3.5242072E7,5.1108992E7,8618773.0,937903.56,660.9449,2123.9912,4780.515,3107.8113
422,3.5242072E7,5.1108992E7,8618773.0,944919.8,660.9449,2123.9912,4780.515,3132.7537
423,3.5242072E7,5.1108992E7,8618773.0,944919.8,660.9449,2123.9912,4780.515,3132.7537
424,3.5242072E7,5.1108992E7,8618773.0,950681.4,660.9449,2123.9912,4780.515,3155.0676
425,3.5242072E7,5.1108992E7,8618773.0,950681.4,660.9449,2123.9912,4780.515,3155.0676
426,3.907098E7,5.1108992E7,8618773.0,950681.4,731.2217,2123.9912,4780.515,3155.0676
427,3.907098E7,5.1108992E7,8618773.0,950681.4,731.2217,2123.9912,4780.515,3155.0676
428,3.907098E7,5.1108992E7,8618773.0,958082.4,731.2217,2123.9912,4780.515,3179.1785
429,4.2166604E7,5.1108992E7,8618773.0,958082.4,789.5841,2123.9912,4780.515,3179.1785
430,4.2166604E7,5.1108992E7,8618773.0,958082.4,789.5841,2123.9912,4780.515,3179.1785
431,4.2166604E7,5.1364364E7,8618773.0,958082.4,789.5841,2127.5154,4780.515,3179.1785
432,4.2166604E7,5.1364364E7,8618773.0,958082.4,789.5841,2127.5154,4780.515,3179.1785
433,4.2166604E7,5.1364364E7,8618773.0,958082.4,789.5841,2127.5154,4780.515,3179.1785
434,4.2166604E7,5.1364364E7,8618773.0,958082.4,789.5841,2127.5154,4780.515,3179.1785
435,4.2166604E7,4.9829444E7,8618773.0,958082.4,789.5841,2072.207,4780.515,3179.1785
436,4.2166604E7,4.9829444E7,8618773.0,958082.4,789.5841,2072.207,4780.515,3179.1785
437,4.2166604E7,5.1364364E7,8618773.0,958082.4,789.5841,2127.5154,4780.515,3179.1785
438,4.2166604E7,5.261046E7,8618773.0,965602.44,789.5841,2175.574,4780.515,3203.4893
439,4.2166604E7,5.261046E7,8618773.0,965602.44,789.5841,2175.574,4780.515,3203.4893
440,4.2166604E7,5.261046E7,8618773.0,972675.06,789.5841,2175.574,4780.515,3227.2935
441,4.2166604E7,5.261046E7,8618773.0,972675.06,789.5841,2175.574,4780.515,3227.2935
442,4.2166604E7,5.1364364E7,8618773.0,978877.25,789.5841,2127.5154,4780.515,3249.6594
443,3.7709236E7,4.8645144E7,8618773.0,978877.25,717.2411,2024.1349,4780.515,3249.6594
444,3.7709236E7,4.8645144E7,8618773.0,978877.25,717.2411,2024.1349,4780.515,3249.6594
445,3.7709236E7,4.8645144E7,8618773.0,978877.25,717.2411,2024.1349,4780.515,3249.6594
446,3.7709236E7,4.8645144E7,8618773.0,978877.25,717.2411,2024.1349,4780.515,3249.6594
447,3.7571228E7,4.9891232E7,8618773.0,978877.25,717.3368,2072.1934,4780.515,3249.6594
448,3.7571228E7,4.9891232E7,8618773.0,986239.3,717.3368,2072.1934,4780.515,3274.178
449,3.7571228E7,4.9891232E7,8618773.0,986239.3,717.3368,2072.1934,4780.515,3274.178
450,4.1099256E7,4.9891232E7,8618773.0,986239.3,781.3294,2072.1934,4780.515,3274.178
451,3.8105144E7,4.9891232E7,8618773.0,992724.44,720.1985,2072.1934,4780.515,3297.2712
452,4.1948788E7,4.9891232E7,8618773.0,992724.44,788.13934,2072.1934,4780.515,3297.2712
453,4.1948788E7,4.9891232E7,8618773.0,992724.44,788.13934,2072.1934,4780.515,3297.2712
454,4.4942904E7,4.9891232E7,8618773.0,992724.44,849.27026,2072.1934,4780.515,3297.2712
455,4.4942904E7,4.9891232E7,8618773.0,1000036.2,849.27026,2072.1934,4780.515,3322.0728
456,4.4942904E7,4.9891232E7,8618773.0,1000036.2,849.27026,2072.1934,4780.515,3322.0728
457,4.4942904E7,4.9891232E7,8618773.0,1000036.2,849.27026,2072.1934,4780.515,3322.0728
458,4.4942904E7,4.9891232E7,8618773.0,1000036.2,849.27026,2072.1934,4780.515,3322.0728
459,4.4942904E7,4.9891232E7,8618773.0,1007168.3,849.27026,2072.1934,4780.515,3346.742
460,4.4942904E7,4.9891232E7,8618773.0,1007168.3,849.27026,2072.1934,4780.515,3346.742
461,4.4942904E7,4.9891232E7,8618773.0,1007168.3,849.27026,2072.1934,4780.515,3346.742
462,4.4942904E7,4.9891232E7,8618773.0,1007168.3,849.27026,2072.1934,4780.515,3346.742
463,3.2064912E7,4.756264E7,8928386.0,1007168.3,598.9568,1975.6311,4941.8867,3346.742
464,3.559294E7,4.8893008E7,8928386.0,1007168.3,662.9494,2027.5265,4941.8867,3346.742
465,3.559294E7,4.8893008E7,8928386.0,1007168.3,662.9494,2027.5265,4941.8867,3346.742
466,3.559294E7,4.9891232E7,8928386.0,1007168.3,662.9494,2072.1934,4941.8867,3346.742
467,3.559294E7,4.9891232E7,8928386.0,1007168.3,662.9494,2072.1934,4941.8867,3346.742
468,3.2064912E7,4.8908624E7,8928386.0,1007168.3,598.9568,2027.1646,4941.8867,3346.742
469,3.559294E7,4.88816E7,8928386.0,1007168.3,662.9494,2027.0878,4941.8867,3346.742
470,3.8587052E7,4.88816E7,8928386.0,1007168.3,724.0803,2027.0878,4941.8867,3346.742
471,3.559294E7,4.7883376E7,8928386.0,1007168.3,662.9494,1982.421,4941.8867,3346.742
472,3.559294E7,4.9906848E7,8928386.0,1007168.3,662.9494,2071.8313,4941.8867,3346.742
473,3.559294E7,4.9906848E7,8928386.0,1007168.3,662.9494,2071.8313,4941.8867,3346.742
474,3.559294E7,4.8604888E7,8928386.0,1007168.3,662.9494,2020.4431,4941.8867,3346.742
475,3.559294E7,4.9865144E7,8928386.0,1007168.3,662.9494,2070.1418,4941.8867,3346.742
476,3.559294E7,4.9865144E7,8928386.0,1007168.3,662.9494,2070.1418,4941.8867,3346.742
477,3.559294E7,4.9865144E7,8928386.0,1007168.3,662.9494,2070.1418,4941.8867,3346.742
478,3.559294E7,4.9865144E7,8928386.0,1007168.3,662.9494,2070.1418,4941.8867,3346.742
479,3.559294E7,4.9865144E7,8928386.0,1007168.3,662.9494,2070.1418,4941.8867,3346.742
480,3.559294E7,4.9865144E7,8928386.0,1007168.3,662.9494,2070.1418,4941.8867,3346.742
481,3.559294E7,4.9865144E7,8928386.0,1007168.3,662.9494,2070.1418,4941.8867,3346.742
482,3.559294E7,4.9865144E7,8928386.0,1007168.3,662.9494,2070.1418,4941.8867,3346.742
483,3.559294E7,4.9865144E7,8928386.0,1007168.3,662.9494,2070.1418,4941.8867,3346.742
484,3.559294E7,4.9865144E7,8928386.0,1014167.8,662.9494,2070.1418,4941.8867,3372.0984
485,3.559294E7,4.8525896E7,8928386.0,1014167.8,662.9494,2018.0265,4941.8867,3372.0984
486,3.559294E7,4.8525896E7,8928386.0,1014167.8,662.9494,2018.0265,4941.8867,3372.0984
487,3.559294E7,4.8525896E7,8928386.0,1014167.8,662.9494,2018.0265,4941.8867,3372.0984
488,3.559294E7,4.8525896E7,8928386.0,1014167.8,662.9494,2018.0265,4941.8867,3372.0984
489,3.559294E7,4.9896196E7,8928386.0,1014167.8,662.9494,2070.788,4941.8867,3372.0984
490,3.559294E7,4.9896196E7,8928386.0,1014167.8,662.9494,2070.788,4941.8867,3372.0984
491,3.559294E7,4.9896196E7,8928386.0,1014167.8,662.9494,2070.788,4941.8867,3372.0984
492,3.559294E7,4.8525896E7,8928386.0,1014167.8,662.9494,2018.0265,4941.8867,3372.0984
493,3.559294E7,4.8525896E7,8928386.0,1014167.8,662.9494,2018.0265,4941.8867,3372.0984
494,3.559294E7,4.9896196E7,8928386.0,1014167.8,662.9494,2070.788,4941.8867,3372.0984
495,3.8818564E7,4.9896196E7,8928386.0,1014167.8,724.7107,2070.788,4941.8867,3372.0984
496,3.8818564E7,5.0045888E7,8928386.0,1014167.8,724.7107,2071.7483,4941.8867,3372.0984
497,3.8818564E7,5.0045888E7,8928386.0,1014167.8,724.7107,2071.7483,4941.8867,3372.0984
498,3.8818564E7,5.0045888E7,8928386.0,1014167.8,724.7107,2071.7483,4941.8867,3372.0984
499,3.8818564E7,5.0045888E7,8928386.0,1014167.8,724.7107,2071.7483,4941.8867,3372.0984
500,3.8818564E7,5.0045888E7,8928386.0,1021932.1,724.7107,2071.7483,4941.8867,3397.292
501,3.8818564E7,5.0045888E7,8928386.0,1029690.5,724.7107,2071.7483,4941.8867,3422.3652
502,3.559294E7,5.0045888E7,8928386.0,1038601.9,662.9494,2071.7483,4941.8867,3450.0408
503,3.8818564E7,5.0045888E7,8928386.0,1046686.8,724.7107,2071.7483,4941.8867,3474.7952
504,3.8818564E7,5.0045888E7,8928386.0,1046686.8,724.7107,2071.7483,4941.8867,3474.7952
505,3.8818564E7,5.0045888E7,8928386.0,1053865.8,724.7107,2071.7483,4941.8867,3499.482
506,3.8818564E7,5.0045888E7,8928386.0,1053865.8,724.7107,2071.7483,4941.8867,3499.482
507,3.8818564E7,5.0045888E7,8928386.0,1053865.8,724.7107,2071.7483,4941.8867,3499.482
508,3.8818564E7,5.0045888E7,8928386.0,1053865.8,724.7107,2071.7483,4941.8867,3499.482
509,3.8818564E7,5.0045888E7,8928386.0,1053865.8,724.7107,2071.7483,4941.8867,3499.482
510,3.8818564E7,5.0045888E7,8928386.0,1053865.8,724.7107,2071.7483,4941.8867,3499.482
511,4.230762E7,4.8785632E7,8928386.0,1053865.8,788.99603,2022.0497,4941.8867,3499.482
512,4.230762E7,4.8785632E7,8928386.0,1060944.4,788.99603,2022.0497,4941.8867,3523.5515
513,3.9514196E7,4.8785632E7,8928386.0,1060944.4,731.3855,2022.0497,4941.8867,3523.5515
514,4.364158E7,4.7726224E7,8928386.0,1060944.4,802.8405,1975.5503,4941.8867,3523.5515
515,4.364158E7,4.7726224E7,8928386.0,1060944.4,802.8405,1975.5503,4941.8867,3523.5515
516,4.364158E7,4.7726224E7,8928386.0,1060944.4,802.8405,1975.5503,4941.8867,3523.5515
517,3.938222E7,4.6700976E7,8928386.0,1060944.4,732.1848,1930.8066,4941.8867,3523.5515
518,4.3509604E7,4.7726224E7,8928386.0,1067773.2,803.6398,1975.5503,4941.8867,3548.0242
519,4.3509604E7,4.7726224E7,8928386.0,1067773.2,803.6398,1975.5503,4941.8867,3548.0242
520,4.3509604E7,4.7726224E7,8928386.0,1067773.2,803.6398,1975.5503,4941.8867,3548.0242
521,3.938222E7,4.8858212E7,8928386.0,1067773.2,732.1848,2022.0189,4941.8867,3548.0242
522,4.699866E7,4.8858212E7,8928386.0,1067773.2,867.9252,2022.0189,4941.8867,3548.0242
523,4.699866E7,4.74879E7,8928386.0,1074509.5,867.9252,1969.2573,4941.8867,3571.9043
524,4.699866E7,4.74879E7,8928386.0,1074509.5,867.9252,1969.2573,4941.8867,3571.9043
525,3.938222E7,4.74879E7,9158230.0,1074509.5,732.1848,1969.2573,5074.3667,3571.9043
526,3.938222E7,4.6244068E7,9158230.0,1074509.5,732.1848,1917.7238,5074.3667,3571.9043
527,3.938222E7,4.8749112E7,9158230.0,1074509.5,732.1848,2019.6351,5074.3667,3571.9043
528,3.938222E7,4.8749112E7,9158230.0,1074509.5,732.1848,2019.6351,5074.3667,3571.9043
529,3.938222E7,4.8749112E7,9158230.0,1074509.5,732.1848,2019.6351,5074.3667,3571.9043
530,3.938222E7,4.8749112E7,9158230.0,1082362.8,732.1848,2019.6351,5074.3667,3597.2595
531,3.938222E7,4.8749112E7,9158230.0,1089225.5,732.1848,2019.6351,5074.3667,3621.7517
532,4.2935832E7,4.7617128E7,9158230.0,1089225.5,798.9021,1973.1664,5074.3667,3621.7517
533,4.2935832E7,4.7617128E7,9158230.0,1089225.5,798.9021,1973.1664,5074.3667,3621.7517
534,4.2626604E7,4.7617128E7,9158230.0,1089225.5,796.01715,1973.1664,5074.3667,3621.7517
535,4.2626604E7,4.7617128E7,9158230.0,1089225.5,796.01715,1973.1664,5074.3667,3621.7517
